LOGRADOURO;COD_BAIRRO;ID_TIPO;TELEFONE;DATA;ID_EQUIPAM;ID_TIPO_DE;COD_MUNICI;NOME_BAIRR;NOME_MUNIC;NOME;AGENCIA;COORDX;COORDY;Id
Rua São Sebastião, Caramuru, Santa Maria de Jetibá;0;0;0;;0;0;3204559;;Santa Maria de Jetibá;DPM DE CARAMURU;Polícia Militar;-40,6764004748835;-20,0980061682862;101
Avenida Frederico Grulke, 401, Centro, Santa Maria de Jetibá;0;0;0;;0;0;3204559;;Santa Maria de Jetibá;DPM DE SANTA MARIA DE JETIBÁ;Polícia Militar;-40,7401999674319;-20,031101297138;102
Avenida João Pedro Louvers, 505, São João do Garrafão, Santa Maria de Jetibá;0;0;0;;0;0;3204559;;Santa Maria de Jetibá;DPM DE SÃO JOÃO DO GARRAFÃO;Polícia Militar;-40,9461000493738;-20,1531996450252;103
Ladeira Manoel Candeira, 84, Centro, Santa Maria de Jetibá;0;0;0;;0;0;3204559;;Santa Maria de Jetibá;DELEGACIA DE POLÍCIA DE SANTA MARIA DE JETIBA;Polícia Civil;-40,7395996758645;-20,0310981667095;104
Rodovia ES-162, Avenida Olimpio Pinto Campos Figueiredo, Centro, Presidente Kennedy;0;0;0;;0;0;3204302;;Presidente Kennedy;DPM DE PRESIDENTE KENNEDY;Polícia Militar;-41,043900128351;-21,0988020653882;105
Rua Demétrio Calassa, 233, Centro, Presidente Kennedy;0;0;0;;0;0;3204302;;Presidente Kennedy;DELEGACIA DE POLÍCIA DE PRESIDENTE KENNEDY;Polícia Civil;-41,049000012149;-21,0991017539097;106
Rua Searon Moraes, 68, Centro, Jerônimo Monteiro;0;0;0;;0;0;3203106;;Jerônimo Monteiro;DPM DE JERONIMO MONTEIRO;Polícia Militar;-41,3922002276313;-20,788297238112;107
Ladeira da Igualdade, Centro, Jerônimo Monteiro;0;0;0;;0;0;3203106;;Jerônimo Monteiro;DELEGACIA DE JERONIMO MONTEIRO;Polícia Civil;-41,3920998392594;-20,7871066853878;108
Rua Braulio Machado, Piaçu, Muniz Freire;0;0;0;;0;0;3203700;;Muniz Freire;DPM DE PIAÇU;Polícia Militar;-41,3904999675465;-20,3372019909549;109
Avenida Helia Martins de Assis, Santa Barbara, Muiniz Freire;0;0;0;;0;0;3203700;;Muniz Freire;DPM DE MUNIZ FREIRE;Polícia Militar;-41,4094998933478;-20,4569973410248;110
Rua Manoel Alonso Portela, 55, Centro, Muniz Freire;0;0;0;;0;0;3203700;;Muniz Freire;DELEGACIA DE POLÍCIA DE MUNIZ FREIRE;Polícia Civil;-41,4143000166912;-20,4663039978051;111
Avenida José Grillo, 355, Centro, Conceição do Castelo;0;0;0;;0;0;3201704;;Conceiçao do Castelo;DPM DE CONCEICAO DO CASTELO;Polícia Militar;-41,2440994888673;-20,3571971950871;112
Avenida Governador Lacerda de Aguiar, 86, Centro, Conceição do Castelo;0;0;0;;0;0;3201704;;Conceiçao do Castelo;DELEGACIA DE CONCEICAO DO CASTELO;Polícia Civil;-41,2461999726946;-20,3572966120686;113
Rodovia BR-262, Trevo da Ceasa, Cariacica;0;0;0;;0;0;3201308;;Cariacica;6º BATALHÃO DE BOMBEIROS MILITARES;Bombeiro Militar;-40,404999562491;-20,3436989042779;114
Rua Vitória, 14, Itacibá, Cariacica;0;0;0;;0;0;3201308;;Cariacica;1ª COMPANHIA DO 7º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-40,3764994880826;-20,3238966216013;115
Praça de Castelo Branco, Rua 20, Castelo Branco, Cariacica;0;0;0;;0;0;3201308;;Cariacica;5ª COMPANHIA DO 7º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-40,3726003320088;-20,3731012506703;116
Rodovia José Sette, km 4,5, Tucum, Cariacica;0;0;0;;0;0;3201308;;Cariacica;ACADEMIA DE POLÍCIA MILITAR DO ESPÍRITO SANTO - APM;Polícia Militar;-40,3834000207652;-20,3100015334559;117
Rodovia Governador José Sette, km 2,5, Tucum, Cariacica;0;0;0;;0;0;3201308;;Cariacica;1ª COMPANHIA DO BATALHÃO DE POLÍCIA AMBIENTAL;Polícia Militar;-40,3805003356034;-20,3180017813712;118
Rua Presidente Vargas, 23, Cariacica Sede, Cariacica;0;0;0;;0;0;3201308;;Cariacica;4ª COMPANHIA DO 7º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-40,4193003834734;-20,2649039593944;119
Rua São João, Campo Grande, Cariacica;0;0;0;;0;0;3201308;;Cariacica;2ª COMPANHIA DO 7º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-40,3876003278091;-20,342004001911;120
Rua Beira Linha, Flexal I, Cariacica;0;0;0;;0;0;3201308;;Cariacica;3ª COMPANHIA DO 7º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-40,3764995962479;-20,2873977175703;121
Rodovia Governador José Sette,01, Km 2,5,Tucum, Cariacica;0;0;0;;0;0;3201308;;Cariacica;7º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-40,381699825685;-20,3174050756775;122
Rua 15, Quadra 12, Nova Rosa da Penha, Caricacica;0;0;0;;0;0;3201308;;Cariacica;UIP DE NOVA ROSA DA PENHA;Polícia Militar;-40,3887004100547;-20,2628995308335;123
Avenida Costa Brandão, São Geraldo II, Cariacica;0;0;0;;0;0;3201308;;Cariacica;DPM DE SÃO BENEDITO;Polícia Militar;-40,3822999074634;-20,3540978061123;124
Rua Dominicana, 143, Rua Dominicana, Cariacica;0;0;0;;0;0;3201308;;Cariacica;DPM DE JARDIM AMÉRICA;Polícia Militar;-40,3657997857592;-20,3346049728854;125
Rua Fernando Antônio, Bela Aurora, Cariacica;0;0;0;;0;0;3201308;;Cariacica;DPM DE BELA  AURORA;Polícia Militar;-40,3647999463395;-20,349998332882;126
Rodovia BR-262, Km 6,5, CEASA, Vila Capixaba, Cariacica;0;0;0;;0;0;3201308;;Cariacica;DPM DA CEASA;Polícia Militar;-40,402000037811;-20,341202439758;127
Avenida Vandelino Santos, Morada de Santa Fé, Caricacica;0;0;0;;0;0;3201308;;Cariacica;DPM DE MORADA DE SANTA FÉ;Polícia Militar;-40,3904001291443;-20,3496066944818;128
Rua Bogotá, 182, Jardim América, Cariacica;0;0;0;;0;0;3201308;;Cariacica;COMPANHIA INDEPENDENTE DE MISSÕES ESPECIAIS - CIMESP;Polícia Militar;-40,3630995014784;-20,3382940171581;129
Rua Graciano Neves, Cariacica Sede, Cariacica;0;0;0;;0;0;3201308;;Cariacica;14º DISTRITO POLICIAL;Polícia Civil;-40,4187003212357;-20,2642944855585;130
Rua Vitória, 4, Itacibá, Cariacica;0;0;0;;0;0;3201308;;Cariacica;15º DISTRITO POLICIAL;Polícia Civil;-40,3765001945228;-20,3230022139376;131
Rodovia BR-262, Km 03, Vera Cruz, Cariacica;0;0;0;;0;0;3201308;;Cariacica;DELEGACIA ESPECIALIZADA DE ATENDIMENTO À MULHER - DEAM;Polícia Civil;-40,3806002049773;-20,3381024179851;132
Rodovia BR-262, Km 0, Estação Pedro Nolasco, Jardim América, Cariacica;0;0;0;;0;0;3201308;;Cariacica;DEL. ESP. DE PROTECAO AO MEIO AMBIENTE - DEPMA;Polícia Civil;-40,3561999577251;-20,3307949333085;133
Rua Alfredo Alcure, 1, Rio Branco, Cariacica;0;0;0;;0;0;3201308;;Cariacica;4ª DELEGACIA REGIONAL - CARIACICA;Polícia Civil;-40,3849999302791;-20,3373990612178;134
Rodovia BR-262, Km 0, Estação Pedro Nolasco, Jardim América, Cariacica;0;0;0;;0;0;3201308;;Cariacica;DELEGACIA DE HOMICÍDIOS E PROTEÇÃO À PESSOA - DHPP CARIACICA;Polícia Civil;-40,3562001276735;-20,3307045878312;135
Avenida Mario Gurgel, Rodovia BR-262, Km 3,5, Vera Cruz, Cariacica;0;0;0;;0;0;3201308;;Cariacica;16º DISTRITO POLICIAL;Polícia Civil;-40,3808003011865;-20,338200214672;136
Avenida Mario Gurgel, Rodovia BR-262, Km 3,5, Vera Cruz, Cariacica;0;0;0;;0;0;3201308;;Cariacica;17º DISTRITO POLICIAL;Polícia Civil;-40,3804000287952;-20,3379955873479;137
Rua Coronel Vidilino de Lima, Centro, Mucurici;0;0;0;;0;0;3203601;;Mucurici;DPM DE MUCURICI;Polícia Militar;-40,5159003875848;-18,0933987854018;138
Rua João Lopes, Itabaiana, Mucurici;0;0;0;;0;0;3203601;;Mucurici;DPM DE ITABAIANA;Polícia Militar;-40,5517996814576;-17,9393941108519;139
Avenida Presidente Kennedy, 01, Mucurici;0;0;0;;0;0;3203601;;Mucurici;DELEGACIA DE POLÍCIA DE MUCURICI;Polícia Civil;-40,5224999218994;-18,0995002874269;140
Rua São Pedro, 35, Centro, Vila Pavão;0;0;0;;0;0;3205150;;Vila Pavao;DPM DE VILA PAVÃO;Polícia Militar;-40,6046996674291;-18,6202960789116;141
Rodovia XV de Novembro, Altoé, Nova Venécia;0;0;0;;0;0;3203908;;Nova Venécia;2ª COMPANHIA DO 2º BATALHÃO DE BOMBEIROS MILITARES;Bombeiro Militar;-40,3924004383235;-18,6878041960723;142
Avenida Guanabara, 40, Iolanda, Nova Venécia;0;0;0;;0;0;3203908;;Nova Venécia;2º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-40,4034001811412;-18,7034987596488;143
Rua Cedro, Cedrolândia, Nova Venécia;0;0;0;;0;0;3203908;;Nova Venécia;DPM DE CEDROLÂNDIA;Polícia Militar;-40,6858999102104;-18,8090013970868;144
Avenida Vitória, 17, Centro, Nova Venécia;0;0;0;;0;0;3203908;;Nova Venécia;17ª DELEGACIA REGIONAL - NOVA VENÉCIA;Polícia Civil;-40,3977998602278;-18,7117993394571;145
Rua Espírito Santo, Centro, Ponto Belo;0;0;0;;0;0;3204252;;Ponto Belo;DPM DE PONTO BELO;Polícia Militar;-40,5395000789808;-18,1235001481382;146
Rua Gil Veloso, 891,Vila Nova, Pinheiros;0;0;0;;0;0;3204104;;Pinheiros;DPM DE PINHEIROS;Polícia Militar;-40,2102004803732;-18,4149006458128;147
Rua Claudiomar Sobrinho, Canário, Pinheiros;0;0;0;;0;0;3204104;;Pinheiros;DELEGACIA DE POLÍCIA DE PINHEIROS;Polícia Civil;-40,214399953231;-18,4072017608061;148
Avenida Getúlio Vargas ,632, Centro, Montanha;0;0;0;;0;0;3203502;;Montanha;DPM DE MONTANHA;Polícia Militar;-40,3648003031964;-18,1262000074823;149
Rua Anchieta, 651, Centro, Montanha;0;0;0;;0;0;3203502;;Montanha;DELEGACIA DE MONTANHA;Polícia Civil;-40,3611996430141;-18,1289002816001;150
Rua Doutor Washington Luiz da Silva, Novo Horizonte, Pedro Canário;0;0;0;;0;0;3204054;;Pedro Canário;UIP - 3ª COMPANHIA DO 13 BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-39,9582002611455;-18,2931063408401;151
Avenida Francisco Porfirio de Souza, Cristal do Norte, Pedro Canário;0;0;0;;0;0;3204054;;Pedro Canário;DPM DE CRISTAL DO NORTE;Polícia Militar;-40,1086003661686;-18,0861026680433;152
Rua São Roque, Boa Vista, Pedro Canário;0;0;0;;0;0;3204054;;Pedro Canário;DELEGACIA DE POLÍCIA DE PEDRO CANARIO;Polícia Civil;-39,9514001563084;-18,3066963470549;153
Rodovia Adolpho Serra, Portal de Conceição da Barra, Novo Horizonte, Conceição da Barra;0;0;0;;0;0;3201605;;Conceiçao da Barra;SERVIÇO DE ATENDIMENTO AO CIDADÃO - CONCEIÇÃO DA BARRA;Polícia Militar;-39,7476003370528;-18,5672986542205;154
Avenida Bento Daher, Itaunas, Conceição da Barra;0;0;0;;0;0;3201605;;Conceiçao da Barra;DPM DE ITAUNAS;Polícia Militar;-39,7096998353359;-18,4199059379969;155
Avenida Nossa Senhora da Conceição, Centro, Conceição da Barra;0;0;0;;0;0;3201605;;Conceiçao da Barra;2ª COMPANHIA DO 13º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-39,733499769955;-18,5833051929439;156
Rua Ceará, Braço do Rio Preto, Conceição da Barra;0;0;0;;0;0;3201605;;Conceiçao da Barra;SERVIÇO DE ATENDIMENTO AO CIDADÃO - BRACO DO RIO PRETO;Polícia Militar;-39,9308003235797;-18,4286934010817;157
Travessa dos Pinheiros, Centro, Conceição da Barra;0;0;0;;0;0;3201605;;Conceiçao da Barra;DELEGACIA DE CONCEICAO DA BARRA;Polícia Civil;-39,7298999333673;-18,5958993566178;158
Rua São José, Centro, Governador Lindenberg;0;0;0;;0;0;3202256;;Governador Lindenberg;DPM DE GOVERNADOR LINDENBERG;Polícia Militar;-40,4598997233048;-19,25080098682;159
Rua Alvino Paulo Pereira, Novo Brasil, Governador Lindenberg;0;0;0;;0;0;3202256;;Governador Lindenberg;DPM DE NOVO BRASIL;Polícia Militar;-40,5925004712285;-19,2197988719243;160
Rua dos Martins Pescadores, Ericina, Ibiraçu;0;0;0;;0;0;3202504;;Ibiraçu;DPM DE IBIRACU;Polícia Militar;-40,3669996033067;-19,8307978071926;161
Rua Selmira Guasti Gratz, Centro, Ibiraçu;0;0;0;;0;0;3202504;;Ibiraçu;DELEGACIA DE IBIRAÇU;Polícia Civil;-40,3675004736988;-19,8312005383538;162
Rua Bernadino Monteiro, Centro, Itaguaçu;0;0;0;;0;0;3202702;;Itaguaçu;DPM DE ITAGUACU;Polícia Militar;-40,8553998674377;-19,8015014603122;163
Rua João Barbosa de Menezes, 137, Centro, Itaguaçu;0;0;0;;0;0;3202702;;Itaguaçu;DELEGACIA DE ITAGUACU;Polícia Civil;-40,8537999144546;-19,8031982503767;164
Rodovia Armando Martinelli, Cinco Casinhas, São Roque do Canaã;0;0;0;;0;0;3204955;;Sao Roque do Canaa;DPM DE SÃO ROQUE DO CANAÃ;Polícia Militar;-40,6532001371095;-19,7364007314711;165
Rua Doutor Jaime dos Santos Neves, 44, Barra de Itapemirim, Marataízes;0;0;0;;0;0;3203320;;Marataízes;9ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-40,8096998772724;-21,0085041764696;166
Avenida Rubens Rangel, 22, Cidade Nova, Marataízes;0;0;0;;0;0;3203320;;Marataízes;DELEGACIA DE MARATAIZES;Polícia Civil;-40,8169997533282;-21,0281979307674;167
Rua C, Campo Verde, Viana;0;0;0;;0;0;3205101;;Viana;DPM DE CAMPO VERDE;Polícia Militar;-40,4100003145244;-20,3729024265978;168
Rua Governador Rubim, 252, Centro, Viana;0;0;0;;0;0;3205101;;Viana;11ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-40,4967001335422;-20,3909980221743;169
Avenida Vitória, Marcílio de Noronha, Viana;0;0;0;;0;0;3205101;;Viana;DPM DE MARCÍLIO DE NORONHA;Polícia Militar;-40,4242003817987;-20,3513038093258;170
Rodovia BR-262, Km 7, CALIR, Guaritas,Viana;0;0;0;;0;0;3205101;;Viana;11ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-40,4120004141188;-20,3517010006481;171
Rua Desembargador Levino Chacon, 149, Centro, Viana;0;0;0;;0;0;3205101;;Viana;DELEGACIA DE HOMICÍDIOS E PROTEÇÃO À PESSOA - DHPP VIANA;Polícia Civil;-40,4972003389259;-20,3923939875992;172
Avenida Levino Chacon, 149, Centro, Viana;0;0;0;;0;0;3205101;;Viana;DELEGACIA ESPECIALIZADA DE ATENDIMENTO À MULHER - DEAM;Polícia Civil;-40,4972004279213;-20,3925023940382;173
Rua Desembargador Levino Chacon, 149, Centro, Viana;0;0;0;;0;0;3205101;;Viana;18º DISTRITO POLICIAL;Polícia Civil;-40,4972004279213;-20,3925023940382;174
Rua Coriolano Guilherme Stein, Paraju, Domingos Martins;0;0;0;;0;0;3201902;;Domingos Martins;DPM DE PARAJU;Polícia Militar;-40,8050002884334;-20,3190947983083;175
Avenida João Ricardo Schorling, Centro, Domingos Martins;0;0;0;;0;0;3201902;;Domingos Martins;1º PELOTÃO DA 6ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-40,6416997127829;-20,3818972037233;176
Terminal Rodoviário Manoel Pereira de Jesus, Rua Bernardino Monteiro, 340, Centro, Domingos Martins;0;0;0;;0;0;3201902;;Domingos Martins;6ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-40,6594999050519;-20,3591000430678;177
Rodovia Serafim Derenzi, Bela Vista, Vitória;0;0;0;;0;0;3205309;;Vitória;DPM DE BELA VISTA;Polícia Militar;-40,3502999131129;-20,3063934041715;178
Avenida Modolo, Pedra Azul, Domingos Martins;0;0;0;;0;0;3201902;;Domingos Martins;3º PELOTÃO DA 6ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-41,0317005238994;-20,3792987103988;179
Rua Principal, Santa Isabel, Domingos Martins;0;0;0;;0;0;3201902;;Domingos Martins;DPM DE SANTA ISABEL;Polícia Militar;-40,6230998750293;-20,3818002754087;180
Travessa Augusto Schwambach, 29, Centro, Domingos Martins;0;0;0;;0;0;3201902;;Domingos Martins;2º PELOTÃO DA 1ª CIA DO BATALHÃO DE POLÍCIA AMBIENTAL;Polícia Militar;-40,6590002347911;-20,3637028066047;181
Avenida Senador Jeferson de Aguiar, 140, Campinho, Domingos Martins;0;0;0;;0;0;3201902;;Domingos Martins;DELEGACIA DE DOMINGOS MARTINS;Polícia Civil;-40,6600995846781;-20,3625993101529;182
Avenida Getulio Vargas, 416, Ouro Branco, Alfredo Chaves;0;0;0;;0;0;3200300;;Alfredo Chaves;3º PELOTAO DA 10ª CIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-40,745900498078;-20,6366992357982;183
Rua Cais Costa Pinto, 26, Centro, Alfredo Chaves;0;0;0;;0;0;3200300;;Alfredo Chaves;DELEGACIA DE ALFREDO CHAVES;Polícia Civil;-40,748299989305;-20,6349045149151;184
Rua Armando Walsh, Vale das Palmas, Marechal Floriano;0;0;0;;0;0;3203346;;Marechal Floriano;4º BATALHÃO DE BOMBEIROS MILITARES;Bombeiro Militar;-40,6717003308095;-20,4071946976647;185
Avenida David Canal, Centro, Marechal Floriano;0;0;0;;0;0;3203346;;Marechal Floriano;2º PELOTÃO DA 6ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-40,6757995972277;-20,4104976495736;186
Avenida dos Imigrantes, Araguaia, Marechal Floriano;0;0;0;;0;0;3203346;;Marechal Floriano;DPM DE ARAGUAIA;Polícia Militar;-40,771399939172;-20,4942988509731;187
Avenida Arthur Hasse, Alto Marechal, Marechal Floriano;0;0;0;;0;0;3203346;;Marechal Floriano;DELEGACIA DE MARECHAL FLORIANO;Polícia Civil;-40,6729999131013;-20,4066040907673;188
Rua Vivaldo Rosa Vieira, 23, São Manoel, Alegre;0;0;0;;0;0;3200201;;Alegre;3º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-41,5356999004658;-20,7744983641985;189
Praça Henrique Wanderley, 559, Centro, Alegre;0;0;0;;0;0;3200201;;Alegre;6ª DELEGACIA REGIONAL -  ALEGRE;Polícia Civil;-41,5341000331467;-20,7593980217561;190
Rua Domingos Martins, Centro, Irupi;0;0;0;;0;0;3202652;;Irupi;DPM DE IRUPI;Polícia Militar;-41,6425995850197;-20,3445945300276;191
Avenida Jalmas Gomes de Freitas, 468, Centro, Irupi;0;0;0;;0;0;3202652;;Irupi;DELEGACIA DE IRUPI;Polícia Civil;-41,6390996107281;-20,3527013481247;192
Rua Uirapuru, Centro, Jaguaré;0;0;0;;0;0;3203056;;Jaguaré;DPM DE JAGUARÉ;Polícia Militar;-40,0751999440064;-18,9043020954109;193
Rodovia José Dalvit, 146, Água Limpa, Jaguaré;0;0;0;;0;0;3203056;;Jaguaré;DPM DE ÁGUA LIMPA;Polícia Militar;-39,9741996872821;-18,932195262806;194
Rua Ciro Rodrigues, 229, Centro, Jaguaré;0;0;0;;0;0;3203056;;Jaguaré;DELEGACIA DE JAGUARE;Polícia Civil;-40,0776000300013;-18,9076949525716;195
Rodovia Otovarino Duarte Santos, Aviação, São Mateus;0;0;0;;0;0;3204906;;Sao Mateus;1ª COMPANHIA INDEPENDENTE;Bombeiro Militar;-39,8355004082422;-18,7261030992873;196
Avenida Dom José Dalvid, Bom Sucesso, São Mateus;0;0;0;;0;0;3204906;;Sao Mateus;DPM DE BOM SUCESSO;Polícia Militar;-39,8849998232489;-18,719802822818;197
Avenida João XXIII, 1544, Boa Vista, São Mateus;0;0;0;;0;0;3204906;;Sao Mateus;3ª COMPANHIA DO BATALHÃO DE POLÍCIA AMBIENTAL;Polícia Militar;-39,8611996471541;-18,7209981956921;198
Rodovia Othovarino Duarte Santos, Guriri, São Mateus;0;0;0;;0;0;3204906;;Sao Mateus;SERVIÇO DE ATENDIMENTO AO CIDADÃO - GURIRI;Polícia Militar;-39,7519996726182;-18,7378982221192;199
Rodovia 381, Km 41, Miguel Cury Carneiro, Nestor Gomes, São Mateus;0;0;0;;0;0;3204906;;Sao Mateus;SERVIÇO DE ATENDIMENTO AO CIDADÃO - NESTOR GOMES;Polícia Militar;-40,2244997877487;-18,7292953062233;200
